ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2833,0,0,0,0,17,722.083333,0.011765,0.029412,0,0,9,1,10,5,8,2,0,0
136,0,0,0,0,4,132.5,0.175,0.183333,0,0,8,5,10,2,14,2,1,0
4879,0,0,0,0,16,195.5,0.0125,0.06875,0,0,2,1,1,6,7,2,0,0
799,0,0,0,0,2,9,0,0.05,0,0,9,5,10,6,5,1,0,0
8069,1,13,0,0,52,1380.166667,0.007692,0.023077,21.10579,0,8,1,10,6,12,2,1,0
6210,1,0,0,0,24,991.422222,0,0.008333,17.622111,0,8,1,10,2,4,1,1,1
5996,0,0,0,0,16,107.929167,0,0.008532,0,0,9,1,10,3,4,2,0,0
8505,1,464,0,0,19,1834.083333,0.02,0.03125,0,0,1,1,10,5,5,2,0,0
2019,8,235.18617,2,138.5,71,2512.51742,0.006349,0.025573,0,0,8,5,10,0,4,2,1,1
5767,1,80.6,0,0,21,479.585714,0.005,0.010556,10.897618,0,7,3,3,6,4,2,1,1
1141,1,20,2,39.5,156,8613.257312,0.006289,0.015117,0,0,8,3,3,0,4,2,1,0
2490,6,189.8,0,0,9,208.833333,0,0.015385,70.316351,0,8,1,10,6,4,1,0,1
89,0,0,0,0,26,470.816667,0.005128,0.042308,0,0,8,5,10,2,15,2,1,0
3497,7,142.35,0,0,73,3566.992857,0,0.003947,23.150738,0,7,1,7,6,3,1,0,1
2518,1,113.75,0,0,26,1905.078571,0.022667,0.0346,11.706146,0,8,5,10,5,8,2,0,1
4385,0,0,0,0,4,0,0.2,0.2,0,0,5,1,10,5,7,2,0,0
234,0,0,0,0,4,14,0.1,0.15,0,0,1,5,10,0,8,2,0,0
6518,15,290.293408,2,302,49,2011.513765,0.02069,0.024274,10.742114,0,8,3,3,5,4,2,0,0
3576,0,0,0,0,8,561.5,0,0.05,0,0,9,1,1,3,18,2,0,0
570,0,0,0,0,9,82.5,0,0.033333,0,0,9,1,10,0,8,2,0,0
7805,24,468.100663,6,191.866667,189,3428.527381,0.018642,0.043831,0.870148,0,3,1,10,5,8,2,0,0
5655,4,76.6,7,89.533333,87,4131.156044,0.006593,0.037081,0,0,6,1,10,0,12,2,0,0
8766,2,26.75,0,0,103,2546.856685,0.014921,0.025223,0,0,8,5,10,0,8,2,0,0
766,0,0,0,0,41,1423.833333,0.007317,0.030244,0,0,9,1,10,0,8,2,0,0
4061,0,0,0,0,12,276,0,0.016667,0,0,9,1,10,7,4,1,0,0
3025,7,288.520833,0,0,12,402.395833,0,0.002857,0,0,9,3,3,7,4,1,1,0
3256,6,86.2,0,0,49,3003.419048,0.010526,0.015712,4.376916,0.4,2,3,3,2,7,2,0,0
8104,0,0,0,0,39,935.097222,0.005128,0.015043,0,0,9,1,10,7,4,2,0,0
3759,0,0,0,0,11,1197.8,0,0.01,0,0,7,1,10,6,18,2,0,0
4333,5,79.1,0,0,36,1081.108333,0.025,0.025972,0,0,6,3,10,5,4,2,1,0
3196,1,0,0,0,35,499.4,0.011765,0.028151,0,0,1,1,10,6,8,2,1,0
8536,5,49.2,4,379,5,74.6,0,0.018182,8.326728,0,6,1,10,7,4,1,0,0
6992,1,53.4,0,0,3,292,0,0,0,0,8,1,10,0,7,2,0,0
7973,0,0,0,0,7,248,0.057143,0.080952,0,0,8,5,10,6,14,2,0,0
878,0,0,1,0,50,1115.459524,0.007843,0.015686,0,0,2,5,10,1,7,2,1,0
2082,0,0,2,7,18,598.873809,0.003333,0.025556,0,0,8,1,10,0,5,2,0,0
8622,8,125.166667,0,0,27,1802.25,0.006061,0.011774,0,0,1,5,10,0,11,2,1,0
1299,5,230.333333,2,64,33,964.047619,0,0.022857,0,0,2,5,10,3,2,2,0,0
4901,0,0,1,0,18,648,0,0.021053,0,0,8,1,1,0,4,1,0,0
907,1,0,0,0,39,1159.541667,0.00125,0.03125,0,0,8,1,10,1,4,2,1,1
4532,0,0,0,0,14,433.833333,0.039286,0.092857,0,0,2,1,1,5,7,2,1,0
1260,3,109,0,0,11,2351.333333,0,0.025,0,0,2,1,10,4,12,2,1,0
7103,0,0,0,0,3,69,0,0.066667,0,0,2,1,10,2,8,2,1,0
3594,7,86.277778,2,21,80,2170.286706,0.003571,0.021528,25.765986,0,8,5,10,0,5,2,1,1
3312,0,0,0,0,4,158,0.05,0.1,0,0,2,1,10,2,14,2,0,0
5373,0,0,2,21,43,1825.557143,0,0.018116,0,0,8,1,8,0,4,2,1,0
3567,9,387.75,0,0,64,980.502199,0.000867,0.012799,9.581561,0,8,5,10,6,8,2,0,1
681,1,8,1,47.5,46,689.060606,0.002273,0.012063,1.125146,0,8,1,10,5,15,2,1,1
4329,0,0,0,0,3,50,0,0.033333,0,0,1,1,10,0,4,2,0,0
6295,2,105,0,0,19,482.5,0,0.008333,0,0,2,5,10,6,4,1,1,0
4265,0,0,0,0,1,0,0.2,0.2,0,0,8,3,3,5,4,2,0,0
2951,0,0,0,0,4,16,0.1,0.15,0,0,0,1,7,8,8,2,0,0
1002,0,0,0,0,28,666,0,0.007143,0,0.4,2,1,10,6,4,2,0,0
2205,4,101.333333,7,693.5,171,9119.885413,0.00442,0.021628,0.686565,0,9,1,10,6,5,2,0,0
1706,1,54,1,237,16,744.5,0.013333,0.033778,0,0,1,1,10,1,4,2,0,0
5749,8,109.571429,0,0,374,12499.37711,0.001989,0.010782,6.420746,0,8,1,10,5,4,2,1,0
3515,0,0,0,0,9,72,0.022222,0.044444,0,0.6,2,3,3,0,12,2,0,0
5391,0,0,0,0,7,491.583333,0,0.008333,45.967511,0,9,5,10,2,4,1,1,1
4772,0,0,0,0,3,0,0.2,0.2,0,0,3,5,10,0,8,2,0,0
2639,0,0,0,0,4,741.4,0.05,0.075,0,0,7,1,10,3,8,2,0,0
3337,1,6,0,0,97,1643.365907,0.005667,0.015871,24.217603,0,4,1,10,0,8,2,0,0
8793,0,0,0,0,7,93.666667,0.028571,0.04,0,0,1,3,3,0,12,2,0,0
8129,2,2,0,0,0,0,0.1,0.1,0,0,2,3,3,6,4,2,1,0
4232,1,38.2,1,9,21,1290.5,0,0,86.123515,0,8,1,10,4,4,1,0,1
8822,0,0,0,0,28,1250.125,0,0.022857,0,0,8,1,10,0,12,2,0,0
7706,3,53.166667,0,0,11,263.6,0,0.003571,0,0,1,5,10,0,19,2,0,0
7416,17,2629.253968,24,2050.433333,705,43171.23338,0.004851,0.015431,0.763829,0,2,1,10,0,1,2,1,0
7554,5,827.2,2,48.5,71,3439.733242,0,0.014808,0,0,2,1,10,0,4,2,0,0
298,3,39.875,1,414.5,88,4937.639583,0.002174,0.005857,25.572429,0,8,1,3,0,4,2,0,1
6346,3,27,0,0,2,16,0,0.05,0,0,8,1,10,5,4,1,1,1
7969,1,19,0,0,24,3209,0.008696,0.017391,64.330435,0,2,1,10,4,12,1,0,0
417,4,20,0,0,57,1008.916667,0.003509,0.02924,5.304,0,2,1,7,5,2,2,1,0
5515,0,0,3,100,22,2175.993651,0.01,0.049312,0,0,1,1,10,6,8,2,0,0
3996,2,55,1,36,24,914.506061,0.015385,0.016667,0,0.4,2,5,10,7,12,2,0,0
3615,4,56.5,0,0,8,202.166667,0,0.01,0,0,1,5,10,0,11,1,1,0
6252,1,3.5,0,0,49,663.527778,0,0.005319,0,0,8,1,10,6,4,2,0,0
8608,0,0,2,6.333333,16,301.333333,0.033333,0.088889,0,0,8,1,10,6,4,2,0,0
1887,3,14,0,0,3,18,0,0.04,0,0,9,1,1,6,11,0,0,0
429,0,0,0,0,22,1390.083333,0,0.004762,0,0,8,1,10,2,11,1,1,0
7923,8,440.461539,1,0,89,3236.865632,0.012545,0.027527,7.329009,0,8,3,3,0,5,2,1,0
3300,0,0,0,0,42,772.625,0.004762,0.019048,0,0,9,1,10,0,4,2,0,0
524,3,131.5,0,0,94,2332.109524,0.001031,0.00945,0,0,8,1,10,4,5,2,0,0
7641,2,14,2,10,17,713.333333,0,0.011111,0,0,2,3,3,0,3,1,0,0
7630,0,0,0,0,28,1231.233333,0.007143,0.030357,0,0,0,3,3,2,12,2,0,0
5605,0,0,0,0,31,631.085714,0.012903,0.020789,0,0,3,1,10,7,8,2,0,0
4894,14,603.9,2,52.4,46,1760.657143,0.010109,0.025421,2.006033,0,6,3,3,1,7,2,1,0
4146,2,102,0,0,13,177.5,0,0.026667,0,0,2,1,10,2,12,1,1,0
4447,0,0,0,0,7,278.75,0.028571,0.042857,0,0,9,5,10,0,18,1,0,0
307,0,0,0,0,2,15,0,0.1,0,0,1,3,3,0,4,2,0,0
4845,0,0,0,0,13,252,0,0.061538,0,0,2,1,10,7,12,2,0,0
8827,3,60,0,0,29,1846.63547,0.006897,0.040148,0,0,2,5,10,7,2,2,0,0
3560,5,316.8,0,0,26,1086.178571,0.014286,0.017267,5.981167,0,2,5,10,6,4,2,0,0
6606,1,2,6,657.833333,140,3252.200476,0.005479,0.024292,0,0,4,1,10,2,8,2,0,0
7967,0,0,0,0,48,1304.666667,0.016667,0.051215,0,0.6,2,5,10,0,14,2,0,0
1085,0,0,2,27,40,735.515152,0,0.015547,0,0,9,5,10,6,4,2,0,0
7022,0,0,0,0,29,4279.966667,0.044828,0.072414,0,0,9,1,10,0,8,2,0,0
5402,0,0,0,0,4,166.9,0,0,0,0,5,5,10,2,7,1,0,0
6846,0,0,0,0,20,644.4,0,0.007778,0,0,1,3,3,3,12,2,0,0
7897,4,130.5,0,0,6,165.5,0,0.033333,0,0,2,5,10,0,7,2,0,0
1499,2,47,1,0,20,738.910714,0.017391,0.023671,0,0,8,5,10,0,4,2,0,0
2750,3,62.9,1,0,30,647.518523,0,0.010437,13.732928,0,4,1,10,6,8,2,1,1
6347,4,362,1,61,17,819,0,0.005,0,0,2,1,10,5,8,2,0,0
8714,0,0,0,0,16,953.5,0,0.014286,21.588,0.8,2,1,10,4,7,1,0,1
3518,0,0,0,0,54,3978.245833,0.003846,0.024808,0,0,8,1,10,1,8,2,1,0
2309,1,24.916667,1,7.666667,98,3561.139286,0.008163,0.018367,78.197796,0,8,1,10,0,14,2,1,1
2569,0,0,0,0,57,1234.5,0.001724,0.02069,0,0,8,1,6,5,4,2,1,0
6662,4,61,0,0,14,175.666667,0,0.010588,0,0,1,1,10,8,4,2,0,0
3233,1,0,0,0,23,579.3,0,0.009091,0,0,6,1,10,5,4,1,0,0
7455,4,39.583333,0,0,115,2547.717986,0.003478,0.007208,13.262214,0,8,1,10,2,5,2,0,1
986,0,0,0,0,39,1858.566667,0,0.002564,0,0,8,1,10,6,4,1,0,0
309,0,0,1,0,124,4093.430519,0.005816,0.0435,0,0,2,1,10,7,14,2,0,0
7086,20,199.456273,7,299.033333,686,23342.08205,0.009853,0.022771,0.15065,0,5,1,10,0,8,2,0,0
3008,7,52.875,0,0,9,152.416667,0,0.017778,0,0,9,1,10,2,4,1,0,0
2363,0,0,0,0,1,0,0.2,0.2,0,0,1,3,3,6,8,2,0,0
4797,5,179.5,1,43.5,12,482.75,0,0.007692,0,0,9,1,10,2,4,2,0,0
3326,1,32.333333,1,56,62,2414.9,0,0.002222,30.461587,0,2,1,10,4,4,2,0,1
6692,0,0,0,0,59,3033.689449,0.007562,0.01548,0,0,8,3,10,6,4,2,0,0
4854,0,0,0,0,7,223,0,0.028571,0,0,1,3,3,0,8,2,0,0
7979,0,0,0,0,19,215.75,0,0.021053,0,0,1,1,10,6,5,2,0,0
573,1,8,2,134.5,21,507.291667,0.008333,0.031944,0,0,8,1,4,0,8,2,0,1
133,3,90.5,2,16,47,2986.916667,0.022279,0.044558,0,0,9,1,10,7,8,2,0,0
8652,2,9.166667,2,24,80,5426.022078,0.012875,0.033916,0,0,2,1,10,1,14,2,0,0
6987,3,23,0,0,16,431.9,0.010526,0.033684,0,0,4,1,10,3,14,2,1,0
7480,0,0,0,0,2,135.5,0.066667,0.166667,0,0,9,3,3,2,12,2,0,0
981,0,0,0,0,5,672.5,0,0.04,0,0,1,1,10,0,8,2,0,0
3868,0,0,2,10,15,178,0.019608,0.043137,0,0,2,1,10,0,7,2,0,0
7787,1,0,0,0,7,82.2,0.057143,0.114286,0,0,3,5,10,5,7,2,0,0
1709,0,0,0,0,2,22,0,0.1,0,0,1,3,10,4,4,2,0,0
6445,15,238.583333,3,119.5,147,2933.695013,0.003797,0.016657,18.127004,0,8,1,10,0,8,2,0,1
1180,5,81.6,0,0,16,308.7,0.009524,0.019048,0,0,6,1,1,5,3,1,0,0
2450,0,0,0,0,1,0,0.2,0.2,0,0,9,1,10,5,8,2,0,0
4009,0,0,0,0,1,56.5,0,0.1,0,0,8,1,10,6,12,2,0,0
4578,0,0,0,0,7,157,0,0.014286,0,0,1,5,10,0,4,2,0,0
1842,0,0,4,758.5,23,1133.333333,0.008,0.020267,12.361267,0,9,5,10,1,4,2,1,0
2972,4,81.5,0,0,12,223.583333,0,0.002667,0,0,1,3,3,0,12,2,0,0
1869,4,43.466667,0,0,4,27.266667,0,0.028571,0,0,6,3,3,0,3,1,0,1
1264,2,12,0,0,85,3887.222321,0.000595,0.018506,0,0,9,5,10,3,12,2,0,0
6480,0,0,2,38.2,121,3362.749679,0.025171,0.042322,4.212416,0,4,3,3,0,12,2,0,0
6849,9,179.275,0,0,101,5276.594444,0,0.005545,17.539279,0,9,1,10,1,4,2,1,0
2045,3,227,0,0,2,62,0,0.025,0,0,1,5,10,0,5,2,1,0
6362,0,0,0,0,7,117,0,0.028571,0,0,2,1,4,1,8,2,1,0
7959,0,0,0,0,50,1735.595238,0,0.008746,0,0.2,2,1,10,6,8,2,0,0
7632,1,9,0,0,11,467,0,0.02,79.182,0,2,1,1,0,8,2,0,1
2365,6,152,0,0,17,450.75,0.028571,0.052381,14.1074,0,8,3,11,6,15,2,0,1
8899,9,134.766667,0,0,17,347.547619,0.024242,0.042121,0,0,2,5,10,2,7,2,0,0
6384,0,0,0,0,3,26,0,0.05,0,0,1,5,10,0,8,2,0,0
1849,2,25.625,0,0,162,8596.669979,0.005075,0.01235,1.469693,0,9,1,10,8,4,2,0,0
834,0,0,0,0,3,11,0.033333,0.166667,0,0.6,2,1,1,0,2,2,0,0
6738,0,0,0,0,8,143.2,0,0.029167,0,0,8,5,10,0,4,2,0,0
1105,8,77,0,0,36,2670.869444,0,0.018462,13.996769,0,2,1,7,3,4,2,0,0
5790,9,570.266667,0,0,11,259.553333,0.011111,0.05,6.80129,0,7,5,10,6,4,2,0,0
8375,0,0,0,0,2,11.5,0,0.1,0,0,9,5,10,0,4,2,1,0
3087,0,0,0,0,10,235.5,0,0.013333,0,0,8,5,10,1,8,2,0,0
7924,3,142.2,0,0,24,755,0,0.007407,0,0,7,1,7,3,4,1,1,0
5709,9,215.5,1,12,12,245.6,0,0.0125,0,0,7,1,10,2,3,1,0,0
1698,0,0,0,0,4,880,0,0.05,0,0,2,1,10,3,8,2,1,0
6688,0,0,0,0,5,63,0,0.04,0,0,0,1,10,0,12,2,0,0
1621,9,228.2,1,0,7,186.4,0.02,0.03,0,0,8,1,10,0,18,2,0,0
1822,2,73.958333,0,0,17,864.998333,0.025,0.0375,27.831161,0,6,5,10,2,8,2,0,1
5657,3,24,0,0,35,529.291667,0,0.021622,0,0,8,1,10,0,8,2,0,0
7652,0,0,0,0,20,691.75,0,0.003333,0,0,9,5,10,2,4,1,0,0
549,2,63.5,0,0,9,99.066667,0.036364,0.072727,0,0,7,3,3,0,7,2,0,0
2941,1,20,0,0,283,9354.484111,0.003044,0.023042,0,0,8,1,10,0,12,2,0,0
147,2,46.5,1,64.5,91,3309.448776,0.013285,0.020476,0,0,8,5,10,0,14,2,1,1
7062,4,36,0,0,23,2359.375,0,0.010667,58.202338,0,9,0,10,0,8,1,0,1
5299,0,0,0,0,15,197,0,0.026667,0,0.2,2,1,10,0,7,2,0,0
3630,1,5.5,0,0,22,339.25,0,0.026984,0,0,1,1,10,5,12,2,0,0
562,3,108,0,0,26,730.533333,0.011538,0.014103,0,0,2,3,3,0,15,2,0,0
299,6,82.011111,2,211.6,162,6117.814359,0,0.003965,22.360334,0,6,1,10,0,2,2,0,0
5292,8,353.7,6,181.95,23,959.9,0.005882,0.016667,4.428052,0,8,3,3,1,12,2,1,1
7002,2,24.2,0,0,8,530,0,0.044444,0,0,5,3,11,0,4,2,0,0
6943,5,113.7,0,0,6,181.266667,0.018182,0.018182,0,0,8,3,3,7,12,2,0,0
6663,1,43,1,0,3,65,0,0.04,0,0.6,2,1,10,0,7,2,0,0
5440,1,51,0,0,66,1859.5,0.005128,0.009744,0,0.4,2,1,10,5,4,2,0,0
7764,0,0,0,0,1,0,0.2,0.2,0,0,8,1,10,1,5,2,0,0
327,0,0,0,0,2,96,0,0.1,0,0,2,1,6,2,12,2,0,0
3847,0,0,0,0,3,135,0,0.066667,0,0,0,1,1,6,12,2,0,0
3876,10,183.75,1,15,70,2860.5,0.009877,0.025309,8.488519,0,2,0,3,2,12,2,1,0
1999,0,0,0,0,22,987.6,0.009091,0.015152,0,0,7,1,10,0,7,2,1,0
1434,1,5,1,7,31,561.094014,0.034375,0.052508,0,0,4,5,10,6,14,2,0,0
6824,4,109.333333,1,118,34,1573.895833,0.015,0.019056,0,0,8,5,10,2,12,2,1,0
3488,0,0,0,0,1,0,0.2,0.2,0,0,1,5,10,5,5,2,0,0
7423,6,507,2,36.25,11,431,0,0.013333,0,0,9,5,10,5,4,2,0,0
5493,11,504.283333,1,0,58,2451.058466,0.012366,0.02277,0,0,9,5,10,0,8,2,0,0
2872,0,0,0,0,1,0,0.2,0.2,0,0,8,4,3,5,11,1,0,0
502,3,129,0,0,74,2378.263492,0.005333,0.025042,4.141459,0,8,1,8,4,8,2,0,1
2174,0,0,0,0,10,408,0,0.022222,88.784606,0,1,1,10,0,4,2,0,1
1048,0,0,0,0,12,338.75,0,0.033333,0,0,8,1,1,0,4,2,0,0
3611,0,0,0,0,16,1558.25,0,0.013244,0,0,8,5,10,6,4,1,1,0
5927,0,0,0,0,2,18,0,0.1,0,0,8,3,3,0,8,2,0,0
7504,6,112.5,0,0,86,2041.23355,0.000388,0.007863,5.911452,0,8,1,1,0,4,2,0,1
7162,0,0,0,0,57,2716.666667,0,0.005263,0,0,8,1,10,5,12,2,0,1
1614,0,0,0,0,2,130,0,0.05,0,0,2,0,3,0,12,2,0,0
3616,5,96.25,0,0,26,1222.333333,0,0.006452,42.956129,0,2,1,10,0,8,2,0,1
6324,4,99.5,0,0,16,315.166667,0,0.016667,12.533143,0,1,3,3,1,12,2,0,1
3421,0,0,0,0,6,78,0.05,0.077778,0,0,2,3,3,0,10,2,1,0
3022,0,0,0,0,48,3177.366667,0.008511,0.044681,0,0,4,1,10,8,8,2,0,0
3286,0,0,0,0,12,425.166667,0,0.016667,0,0,1,3,3,1,5,2,0,0
7345,5,423.5,2,111.5,6,91.5,0.05,0.055556,0,0.2,2,1,10,2,2,2,0,0
5837,0,0,0,0,1,0,0.2,0.2,0,0.8,0,1,10,5,8,2,1,0
8491,0,0,1,117,8,404,0.025,0.0375,0,0,9,1,10,7,4,2,0,0
5888,2,24,0,0,16,445.333333,0.004444,0.022222,0,0,4,1,10,4,4,2,0,0
6413,1,38,0,0,29,986.833333,0.013793,0.035057,0,0,2,1,1,6,7,2,0,0
3835,0,0,0,0,7,65,0.114286,0.15,0,0,2,5,10,0,8,2,0,0
4393,3,195,0,0,49,1179.014103,0,0.001923,0,0,2,1,10,6,4,1,0,0
769,3,875,0,0,34,780.791667,0,0.015676,0,0,9,0,10,6,4,2,1,0
5165,0,0,0,0,10,345.25,0.02,0.04,0,0,2,1,1,6,12,2,0,0
561,5,87,0,0,86,2973.008333,0.002222,0.015741,0,0,1,1,10,7,8,2,0,0
6390,4,45.75,0,0,18,1273.083333,0,0.031818,6.750968,0,9,3,3,0,8,2,0,1
4701,6,1013.886667,1,378.8,8,230.28,0,0.022549,13.864512,0,6,1,10,6,4,2,1,0
6864,1,8,0,0,27,787.535714,0,0.005143,0,0,8,5,10,0,18,2,0,0
1147,0,0,0,0,69,3621.066667,0.001493,0.020321,0,0,8,1,3,0,4,2,0,1
5867,0,0,0,0,7,105,0,0.033333,0,0,9,1,10,0,11,1,0,0
5603,0,0,0,0,17,2641.416667,0.017647,0.04,0,0,8,5,10,2,14,2,0,0
4370,2,28,0,0,7,115.666667,0,0.02,0,1,2,3,3,0,3,1,1,0
5573,0,0,0,0,59,3036.4,0,0.021186,0,0,1,1,10,1,14,2,1,0
3837,5,265.291667,4,191.75,29,991.82702,0.008824,0.008922,0,0,8,5,10,3,2,2,1,0
4648,2,47.5,1,17,40,1202.916667,0.015814,0.048605,0,0,8,1,8,0,12,2,0,0
2147,5,98,0,0,6,60,0.05,0.0525,0,0,9,5,10,8,4,2,0,0
3027,0,0,0,0,7,251.666667,0.028571,0.011429,0,0,1,5,10,0,2,2,1,0
3842,5,115.111111,2,146,89,3639.737302,0.000217,0.021383,5.159462,0.8,2,1,10,3,12,2,0,0
437,0,0,0,0,1,0,0.2,0.2,0,0,2,5,10,0,14,2,0,0
4560,0,0,0,0,12,274.75,0,0.030556,0,0,8,1,10,0,8,2,0,0
5246,13,399.75,3,47.75,61,1458.993056,0.001786,0.016552,17.497219,0,8,3,3,0,4,1,0,0
1557,6,40.666667,0,0,49,783.45,0,0.007692,4.272808,0,2,1,10,0,4,2,1,0
2982,7,98,3,61,83,2355.682738,0.002874,0.022487,0,0,9,3,3,0,4,2,0,0
7578,1,4,4,123.333333,79,2387.139881,0.028734,0.046198,0,0,8,5,10,0,14,2,1,0
505,0,0,0,0,68,1212.441667,0.002899,0.014381,64.416161,0,8,0,3,0,8,2,0,0
4135,0,0,0,0,38,1326.430556,0.005263,0.016667,0,0,8,3,3,0,4,2,0,0
8627,0,0,0,0,10,206.5,0,0.02,0,0,1,1,10,0,8,2,0,0
3743,0,0,0,0,42,570.183229,0.01,0.016548,0,0,5,1,10,0,4,2,0,0
6485,8,395.708333,4,182.8,46,1461.725,0.003774,0.014376,13.900109,0,8,3,3,6,12,2,1,1
4519,19,230.394837,3,48.3,111,3276.190541,0.0088,0.011028,0.447039,0,4,3,3,6,12,2,0,0
7373,4,277.75,0,0,3,178.75,0,0.008,0,0,1,5,10,6,11,1,0,0
5608,0,0,0,0,9,267.75,0,0.022222,0,0,9,5,10,7,4,1,1,0
3570,4,183.25,1,21,20,651.4,0,0.004167,0,0,1,3,3,0,4,2,0,0
3564,0,0,0,0,17,582.4,0.066667,0.071111,0,0.2,2,5,10,2,14,2,0,0
6775,15,572.583333,2,37.5,318,13717.40205,0.004177,0.015643,45.155135,0,8,1,10,0,4,2,0,1
7638,14,662.535714,2,58,41,854.286325,0.01875,0.021194,10.17225,0,2,5,10,2,7,2,1,1
2343,0,0,1,3,51,5407.788889,0.001923,0.020121,7.793529,0,2,1,10,6,4,2,0,0
774,0,0,0,0,112,6673.291392,0,0.008745,5.468093,0,8,1,1,0,12,2,0,0
1958,0,0,1,14,104,7181.877778,0.008844,0.023738,0,0,8,1,10,0,4,2,0,0
8296,11,202.425439,5,1767.666667,338,13265.35595,0.00752,0.018856,1.11415,0,8,1,10,6,4,2,0,1
6435,12,187.277778,3,88.583333,43,3266.127778,0.004242,0.043712,3.332333,0,1,3,3,0,5,2,0,0
3276,0,0,0,0,2,0,0.1,0.15,0,0,8,1,10,0,14,2,0,0
2813,1,310,3,407,176,7767.32556,0.006045,0.019213,8.84569,0,8,1,10,5,8,2,1,0
6678,0,0,0,0,10,242.583333,0,0.026667,0,0,9,1,10,3,4,1,0,0
4174,4,157,0,0,41,896.066667,0,0.013043,4.430348,0.2,2,1,8,5,14,2,0,0
1920,0,0,0,0,71,1799.833333,0.016901,0.047183,0,0.6,2,1,1,7,2,2,0,0
2968,9,118,2,10,16,401.95,0.004762,0.013016,0,0,2,3,3,0,12,2,0,0
6621,0,0,0,0,7,999.8,0.009524,0.031429,0,0,6,5,10,0,7,2,0,0
479,3,423,0,0,24,1203.533333,0,0.011111,0,0,7,0,3,0,7,1,0,0
4887,2,17.2,0,0,0,0,0,0.05,0,0,6,1,10,5,2,1,1,1
5497,1,6,0,0,57,1836.775,0,0.004094,0,0,8,1,10,3,4,2,0,0
7008,1,14,0,0,46,1380.166667,0,0.01037,0,0,1,0,3,0,8,2,0,0
4221,0,0,0,0,28,2076.966667,0.003846,0.017949,0,0,9,1,10,7,4,2,0,0
6093,1,11.888889,0,0,111,3510.879903,0.000098,0.009438,12.016565,0,1,5,10,8,4,2,0,0
4826,2,59,0,0,20,497.538889,0,0.015,0,0,2,3,3,6,7,2,1,0
4235,0,0,0,0,53,1618.203333,0.023846,0.047628,0,0,7,3,11,0,8,2,1,0
3681,3,405.166667,2,22,27,2042.25,0.045977,0.067323,0,0.6,2,1,10,0,2,2,0,0
5513,8,182.648052,6,291.5,35,1373.464719,0.00155,0.018149,14.322,0,1,1,10,1,4,2,0,0
2066,0,0,0,0,32,1297.75,0,0.0075,42.622745,0,8,1,10,6,13,2,0,1
3685,0,0,0,0,22,647.666667,0.009091,0.026061,0,1,2,1,10,2,12,2,1,0
4819,2,25,0,0,20,667.916667,0,0.009524,18.584762,0,1,0,3,0,12,2,0,0
805,3,103.6,0,0,1,7,0,0.04,0,0,8,5,10,0,3,1,0,1
5712,0,0,0,0,6,916.25,0,0.006667,0,0,2,1,10,4,4,2,0,0
5359,0,0,0,0,20,655.041667,0,0.023929,0,0,9,3,3,2,4,2,0,0
8430,3,40,0,0,10,423.666667,0,0.018182,0,0,2,0,10,0,15,2,1,0
6890,0,0,0,0,1,0,0.2,0.2,0,0,0,3,3,0,12,2,0,0
8337,2,53,0,0,23,1668.285119,0.008333,0.016313,0,0,0,3,3,4,12,2,0,0
1769,0,0,0,0,5,46.75,0,0.04,0,0,9,3,3,6,12,2,0,0
8850,4,136.5,0,0,130,3507.365152,0.022807,0.042472,0,0,6,1,1,5,8,2,0,0
5581,2,10,2,451.5,27,1686.966667,0.006452,0.023502,7.96465,0,1,1,8,3,4,2,0,0
2373,0,0,0,0,2,0,0.2,0.2,0,0,8,3,11,6,8,2,1,0
1774,0,0,0,0,1,0,0.2,0.2,0,0,1,3,3,0,12,2,0,0
4079,0,0,0,0,9,685,0,0.022222,0,0,1,1,10,3,8,2,0,0
6193,2,64.5,0,0,24,1151.136905,0,0.0186,15.276558,0,9,1,10,6,4,2,0,1
2612,2,56,1,144,67,2563.783333,0,0.005797,19.34265,0,1,1,10,2,4,1,0,1
2237,4,120.7,0,0,5,74.4,0,0.022222,0,0,7,1,10,2,3,1,0,0
3536,0,0,0,0,13,517.4,0,0.034286,4.856377,0,8,1,10,0,18,2,1,1
1222,0,0,0,0,28,1555.601212,0,0.009511,0,0,8,5,10,5,4,2,0,0
8873,1,17.1,1,31.2,45,812.287389,0,0.022732,4.395472,0,5,1,1,6,4,2,0,1
2873,1,19.4,0,0,18,1077.373333,0.034127,0.035714,18.227525,0,8,5,10,4,4,2,0,0
6114,5,158.7,0,0,51,1364.266667,0.007692,0.011987,0,0,8,5,10,6,4,2,1,0
8290,0,0,0,0,2,9,0,0.1,0,0,1,1,10,0,12,2,1,0
5900,1,45.4,0,0,15,114.9,0,0.025,0,0,4,1,10,6,7,1,0,0
7988,0,0,0,0,12,155,0.066667,0.091667,0,0,8,0,10,0,8,2,0,0
7330,9,139,1,109,33,752.459208,0.002778,0.006415,0,0,2,3,3,0,10,2,1,0
3004,0,0,0,0,6,50,0.033333,0.066667,0,0,2,1,7,1,7,2,0,0
7421,0,0,0,0,6,119,0,0.033333,0,0,1,5,10,3,8,2,1,0
5095,0,0,0,0,14,380.5,0.014286,0.028571,0,0,0,1,10,0,8,2,0,0
